transaction_id,customer_id,timestamp,ts_epoch,device_fp,ip_hash,amount,payment_method,transaction_hour,is_weekend,txn_count_10m,txn_count_1h,failed_count_10m,failed_count_1h,account_age_hours,customer_avg_amount,amount_ratio,prev_txn_count,historical_failure_rate,device_account_count,device_txn_count,device_failure_rate,ip_account_count,ip_txn_count,is_new_device,is_new_payment_method,seconds_since_last_txn,hour_deviation,status,fraud_label,fraud_type,split
TX_0000010,CUST_003281,2026-01-01T02:25:39.302828+00:00,1767234339.3028283,dev_000990,ip_000990,621.03,upi,2,0,0,0,0,0,1729.964,1500.0,0.414,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000011,CUST_004112,2026-01-01T03:06:01.799593+00:00,1767236761.7995932,dev_004112,ip_004112,385.14,netbanking,3,0,0,0,0,0,18737.247,1500.0,0.2568,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000012,CUST_002773,2026-01-01T03:20:11.470463+00:00,1767237611.4704633,dev_002773,ip_002773,833.9,card,3,0,0,0,0,0,3408.316,1500.0,0.5559,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000013,CUST_003700,2026-01-01T04:03:39.642532+00:00,1767240219.642532,dev_003700,ip_003700,153.66,netbanking,4,0,0,0,0,0,18094.503,1500.0,0.1024,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000014,CUST_004360,2026-01-01T04:25:56.207341+00:00,1767241556.2073407,dev_004360,ip_000324,1525.59,upi,4,0,0,0,0,0,12803.379,1500.0,1.0171,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000015,CUST_001986,2026-01-01T05:22:27.182329+00:00,1767244947.1823292,dev_001986,ip_001986,1070.53,netbanking,5,0,0,0,0,0,21529.571,1500.0,0.7137,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000016,CUST_003750,2026-01-01T05:43:56.618072+00:00,1767246236.618072,dev_003750,ip_003750,1958.42,card,5,0,0,0,0,0,4022.691,1500.0,1.3056,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000017,CUST_001533,2026-01-01T05:51:23.372293+00:00,1767246683.3722932,dev_001533,ip_001533,2188.01,wallet,5,0,0,0,0,0,25433.383,1500.0,1.4587,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000018,CUST_002417,2026-01-01T05:56:35.041032+00:00,1767246995.0410318,dev_002417,ip_002417,2164.18,cod,5,0,0,0,0,0,2418.79,1500.0,1.4428,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000019,CUST_003897,2026-01-01T06:00:31.452995+00:00,1767247231.4529953,dev_003897,ip_003897,2269.1,card,6,0,0,0,0,0,16476.168,1500.0,1.5127,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000020,CUST_001563,2026-01-01T06:35:59.621753+00:00,1767249359.621753,dev_001563,ip_001563,1058.09,wallet,6,0,0,0,0,0,13936.39,1500.0,0.7054,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000021,CUST_000243,2026-01-01T06:45:03.649637+00:00,1767249903.649637,dev_000243,ip_000243,3883.73,cod,6,0,0,0,0,0,11373.511,1500.0,2.5892,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000022,CUST_002827,2026-01-01T06:45:31.018984+00:00,1767249931.0189836,dev_002827,ip_002827,1097.49,wallet,6,0,0,0,0,0,24425.367,1500.0,0.7317,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000023,CUST_002776,2026-01-01T06:58:39.607694+00:00,1767250719.6076941,dev_002776,ip_002776,590.6,upi,6,0,0,0,0,0,23060.323,1500.0,0.3937,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000024,CUST_000060,2026-01-01T06:59:56.752681+00:00,1767250796.7526808,dev_000060,ip_001614,1838.83,upi,6,0,0,0,0,0,20296.023,1500.0,1.2259,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000025,CUST_000727,2026-01-01T07:02:24.733277+00:00,1767250944.7332773,dev_000727,ip_000727,750.41,upi,7,0,0,0,0,0,17384.872,1500.0,0.5003,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000026,CUST_004187,2026-01-01T07:16:28.939085+00:00,1767251788.9390852,dev_004187,ip_004187,658.21,upi,7,0,0,0,0,0,2187.016,1500.0,0.4388,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000027,CUST_002103,2026-01-01T07:17:30.721867+00:00,1767251850.7218668,dev_002103,ip_002103,1400.4,upi,7,0,0,0,0,0,15289.518,1500.0,0.9336,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000028,CUST_003847,2026-01-01T07:18:57.153456+00:00,1767251937.1534562,dev_003847,ip_003847,2782.44,upi,7,0,0,0,0,0,8318.14,1500.0,1.855,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000029,CUST_000182,2026-01-01T07:28:32.570719+00:00,1767252512.5707185,dev_000182,ip_000182,1554.47,cod,7,0,0,0,0,0,20810.666,1500.0,1.0363,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,failed,0,,train
TX_0000030,CUST_001745,2026-01-01T07:35:06.505311+00:00,1767252906.5053108,dev_001745,ip_001745,422.05,wallet,7,0,0,0,0,0,6920.594,1500.0,0.2814,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000031,CUST_002118,2026-01-01T07:58:50.282372+00:00,1767254330.2823725,dev_002118,ip_002118,1557.52,upi,7,0,0,0,0,0,21985.47,1500.0,1.0383,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000032,CUST_001981,2026-01-01T08:06:25.005055+00:00,1767254785.0050547,dev_001981,ip_001981,1191.06,upi,8,0,0,0,0,0,8220.303,1500.0,0.794,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000033,CUST_000595,2026-01-01T08:18:12.798627+00:00,1767255492.7986267,dev_000595,ip_001155,919.15,wallet,8,0,0,0,0,0,1470.412,1500.0,0.6128,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000034,CUST_003624,2026-01-01T08:19:32.081097+00:00,1767255572.0810966,dev_003624,ip_003624,5030.65,card,8,0,0,0,0,0,4878.118,1500.0,3.3538,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000035,CUST_001175,2026-01-01T08:23:03.719139+00:00,1767255783.7191393,dev_001175,ip_001175,1431.54,netbanking,8,0,0,0,0,0,23746.568,1500.0,0.9544,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000036,CUST_003370,2026-01-01T08:24:23.934635+00:00,1767255863.9346347,dev_003370,ip_003370,485.02,upi,8,0,0,0,0,0,6079.179,1500.0,0.3233,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000037,CUST_004366,2026-01-01T08:26:01.476355+00:00,1767255961.476355,dev_004366,ip_004366,233.94,upi,8,0,0,0,0,0,22951.277,1500.0,0.156,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000038,CUST_000147,2026-01-01T08:26:22.187674+00:00,1767255982.1876738,dev_000147,ip_000147,912.13,card,8,0,0,0,0,0,944.439,1500.0,0.6081,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000039,CUST_003885,2026-01-01T08:26:54.243983+00:00,1767256014.2439828,dev_003885,ip_003885,1321.96,card,8,0,0,0,0,0,5422.069,1500.0,0.8813,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000040,CUST_002676,2026-01-01T08:28:28.392752+00:00,1767256108.392752,dev_002676,ip_002676,1308.67,wallet,8,0,0,0,0,0,7543.271,1500.0,0.8724,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000041,CUST_001678,2026-01-01T08:28:32.937475+00:00,1767256112.9374747,dev_001678,ip_001678,2641.51,upi,8,0,0,0,0,0,18319.376,1500.0,1.761,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000042,CUST_001451,2026-01-01T08:32:36.921168+00:00,1767256356.9211683,dev_001451,ip_001451,319.78,cod,8,0,0,0,0,0,11701.916,1500.0,0.2132,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000043,CUST_003257,2026-01-01T08:32:39.774116+00:00,1767256359.774116,dev_003257,ip_003257,1256.36,upi,8,0,0,0,0,0,5684.208,1500.0,0.8376,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,failed,0,,train
TX_0000044,CUST_004184,2026-01-01T08:33:55.613378+00:00,1767256435.6133783,dev_004184,ip_004184,3243.62,cod,8,0,0,0,0,0,19406.637,1500.0,2.1624,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000045,CUST_000349,2026-01-01T08:42:13.875343+00:00,1767256933.8753433,dev_000349,ip_000349,2546.05,card,8,0,0,0,0,0,20236.013,1500.0,1.6974,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000046,CUST_002661,2026-01-01T08:44:38.605587+00:00,1767257078.605587,dev_002661,ip_002661,804.7,cod,8,0,0,0,0,0,18699.289,1500.0,0.5365,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000047,CUST_001361,2026-01-01T08:47:17.549261+00:00,1767257237.5492606,dev_003738,ip_003738,2050.2,upi,8,0,0,0,0,0,20555.388,1500.0,1.3668,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000048,CUST_001293,2026-01-01T08:53:40.556743+00:00,1767257620.5567427,dev_001293,ip_001293,897.21,wallet,8,0,0,0,0,0,7871.718,1500.0,0.5981,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000049,CUST_001433,2026-01-01T09:02:35.831494+00:00,1767258155.8314939,dev_001433,ip_001433,359.2,upi,9,0,0,0,0,0,20623.567,1500.0,0.2395,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000050,CUST_000045,2026-01-01T09:09:03.604975+00:00,1767258543.6049745,dev_000045,ip_004427,1204.55,upi,9,0,0,0,0,0,16117.524,1500.0,0.803,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000051,CUST_001775,2026-01-01T09:11:21.810245+00:00,1767258681.810245,dev_001775,ip_001775,2852.85,wallet,9,0,0,0,0,0,2404.083,1500.0,1.9019,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000052,CUST_003345,2026-01-01T09:12:00.280461+00:00,1767258720.2804613,dev_003345,ip_003345,2255.77,card,9,0,0,0,0,0,23237.86,1500.0,1.5038,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000053,CUST_001910,2026-01-01T09:12:07.156336+00:00,1767258727.156336,dev_001910,ip_001910,1335.36,upi,9,0,0,0,0,0,12458.337,1500.0,0.8902,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000054,CUST_000844,2026-01-01T09:13:30.496781+00:00,1767258810.496781,dev_000844,ip_000844,3135.04,card,9,0,0,0,0,0,1657.57,1500.0,2.09,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000055,CUST_002985,2026-01-01T09:16:17.733806+00:00,1767258977.7338061,dev_002985,ip_002985,478.23,wallet,9,0,0,0,0,0,16467.842,1500.0,0.3188,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000056,CUST_003832,2026-01-01T09:18:06.333910+00:00,1767259086.3339095,dev_003832,ip_003832,2497.28,upi,9,0,0,0,0,0,10183.972,1500.0,1.6649,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000057,CUST_003666,2026-01-01T09:18:57.406153+00:00,1767259137.4061534,dev_003666,ip_003666,584.23,upi,9,0,0,0,0,0,9478.794,1500.0,0.3895,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000058,CUST_003956,2026-01-01T09:19:16.608881+00:00,1767259156.6088805,dev_003956,ip_003956,2501.67,card,9,0,0,0,0,0,24203.401,1500.0,1.6678,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000059,CUST_003773,2026-01-01T09:22:18.050323+00:00,1767259338.0503225,dev_003773,ip_003773,529.23,wallet,9,0,0,0,0,0,6127.031,1500.0,0.3528,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000060,CUST_003005,2026-01-01T09:23:54.470345+00:00,1767259434.470345,dev_003005,ip_003005,2173.52,wallet,9,0,0,0,0,0,16275.2,1500.0,1.449,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,failed,0,,train
TX_0000061,CUST_003467,2026-01-01T09:27:13.519031+00:00,1767259633.5190308,dev_003467,ip_003467,4814.73,cod,9,0,0,0,0,0,19115.89,1500.0,3.2098,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000062,CUST_003384,2026-01-01T09:28:07.801124+00:00,1767259687.8011239,dev_003384,ip_003384,425.58,card,9,0,0,0,0,0,4394.528,1500.0,0.2837,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000063,CUST_002354,2026-01-01T09:28:36.712304+00:00,1767259716.712304,dev_002354,ip_002354,3070.49,card,9,0,0,0,0,0,12317.187,1500.0,2.047,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000064,CUST_002987,2026-01-01T09:30:28.387383+00:00,1767259828.3873827,dev_002987,ip_002987,1121.22,wallet,9,0,0,0,0,0,5313.246,1500.0,0.7475,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000065,CUST_004389,2026-01-01T09:33:18.603655+00:00,1767259998.6036553,dev_004389,ip_004389,3594.18,upi,9,0,0,0,0,0,11315.935,1500.0,2.3961,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000066,CUST_003899,2026-01-01T09:39:15.851615+00:00,1767260355.8516147,dev_003899,ip_003899,744.55,cod,9,0,0,0,0,0,25628.903,1500.0,0.4964,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000067,CUST_003443,2026-01-01T09:43:32.192969+00:00,1767260612.1929688,dev_003443,ip_003443,6742.57,card,9,0,0,0,0,0,9228.375,1500.0,4.495,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,failed,0,,train
TX_0000068,CUST_004458,2026-01-01T09:52:04.177458+00:00,1767261124.1774578,dev_004458,ip_004458,4520.65,netbanking,9,0,0,0,0,0,25397.445,1500.0,3.0138,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000069,CUST_002220,2026-01-01T09:52:11.351449+00:00,1767261131.3514493,dev_002220,ip_002220,424.26,upi,9,0,0,0,0,0,20531.005,1500.0,0.2828,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000070,CUST_002280,2026-01-01T09:52:38.773856+00:00,1767261158.7738562,dev_002280,ip_002280,509.88,card,9,0,0,0,0,0,12804.827,1500.0,0.3399,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000071,CUST_001518,2026-01-01T09:56:39.720125+00:00,1767261399.7201247,dev_001518,ip_001990,1058.77,upi,9,0,0,0,0,0,25589.465,1500.0,0.7058,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000072,CUST_003502,2026-01-01T09:56:52.502259+00:00,1767261412.5022588,dev_003502,ip_003502,346.9,upi,9,0,0,0,0,0,6827.9,1500.0,0.2313,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000073,CUST_000727,2026-01-01T10:01:21.434956+00:00,1767261681.4349556,dev_000727,ip_000727,1192.82,card,10,0,0,0,0,0,17387.855,750.41,1.5896,1,0.3333,1,1,0.3333,1,1,0,1,10736.7,0.0,success,0,,train
TX_0000074,CUST_001255,2026-01-01T10:05:32.276601+00:00,1767261932.2766008,dev_001255,ip_001255,206.68,wallet,10,0,0,0,0,0,20.232,1500.0,0.1378,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000075,CUST_000414,2026-01-01T10:06:15.700421+00:00,1767261975.7004209,dev_000414,ip_000414,310.73,cod,10,0,0,0,0,0,21047.7,1500.0,0.2072,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000076,CUST_000518,2026-01-01T10:07:05.839844+00:00,1767262025.8398445,dev_000518,ip_000518,284.29,card,10,0,0,0,0,0,16698.052,1500.0,0.1895,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000077,CUST_000899,2026-01-01T10:07:38.334837+00:00,1767262058.3348374,dev_000899,ip_001603,1592.37,netbanking,10,0,0,0,0,0,19010.367,1500.0,1.0616,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000078,CUST_001345,2026-01-01T10:14:14.025754+00:00,1767262454.025754,dev_001964,ip_001964,813.72,card,10,0,0,0,0,0,6743.996,1500.0,0.5425,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000079,CUST_004203,2026-01-01T10:14:30.189636+00:00,1767262470.189636,dev_004203,ip_004203,332.36,wallet,10,0,0,0,0,0,12486.968,1500.0,0.2216,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000080,CUST_000927,2026-01-01T10:15:21.165113+00:00,1767262521.1651127,dev_000927,ip_000927,1681.07,upi,10,0,0,0,0,0,17001.522,1500.0,1.1207,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000081,CUST_003231,2026-01-01T10:15:36.991315+00:00,1767262536.9913146,dev_003231,ip_003231,417.53,cod,10,0,0,0,0,0,9194.744,1500.0,0.2784,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000082,CUST_001503,2026-01-01T10:16:46.405768+00:00,1767262606.4057684,dev_001503,ip_001503,494.09,upi,10,0,0,0,0,0,778.01,1500.0,0.3294,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000083,CUST_004395,2026-01-01T10:17:17.390028+00:00,1767262637.3900282,dev_004395,ip_004395,3522.37,upi,10,0,0,0,0,0,21181.305,1500.0,2.3482,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000084,CUST_003166,2026-01-01T10:19:18.058645+00:00,1767262758.0586448,dev_003166,ip_003166,259.71,upi,10,0,0,0,0,0,18494.734,1500.0,0.1731,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000085,CUST_000070,2026-01-01T10:26:28.260329+00:00,1767263188.2603285,dev_000070,ip_001990,850.33,card,10,0,0,0,0,0,14006.232,1500.0,0.5669,0,0.5,0,0,0.5,1,1,1,1,999999.0,0.0,success,0,,train
TX_0000086,CUST_004346,2026-01-01T10:27:39.225062+00:00,1767263259.2250621,dev_004346,ip_004346,3454.03,upi,10,0,0,0,0,0,10447.634,1500.0,2.3027,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,failed,0,,train
TX_0000087,CUST_004307,2026-01-01T10:28:57.928116+00:00,1767263337.9281163,dev_004307,ip_004307,505.89,wallet,10,0,0,0,0,0,17027.85,1500.0,0.3373,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000088,CUST_004388,2026-01-01T10:37:23.494464+00:00,1767263843.494464,dev_004388,ip_004388,2098.61,netbanking,10,0,0,0,0,0,14267.188,1500.0,1.3991,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000089,CUST_004076,2026-01-01T10:38:04.491646+00:00,1767263884.4916463,dev_004076,ip_004076,280.74,card,10,0,0,0,0,0,21255.946,1500.0,0.1872,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000090,CUST_002415,2026-01-01T10:41:10.467612+00:00,1767264070.4676118,dev_003291,ip_002415,2286.89,card,10,0,0,0,0,0,1563.715,1500.0,1.5246,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000091,CUST_004064,2026-01-01T10:43:10.679334+00:00,1767264190.6793337,dev_004064,ip_004064,4377.22,upi,10,0,0,0,0,0,6732.583,1500.0,2.9181,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000092,CUST_000521,2026-01-01T10:45:09.210728+00:00,1767264309.2107284,dev_002118,ip_000521,5967.51,upi,10,0,0,0,0,0,21496.526,1500.0,3.9783,0,0.5,1,1,0.3333,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000093,CUST_003690,2026-01-01T10:46:38.473710+00:00,1767264398.4737103,dev_003690,ip_003690,715.23,upi,10,0,0,0,0,0,24430.022,1500.0,0.4768,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000094,CUST_001140,2026-01-01T10:47:47.753045+00:00,1767264467.753045,dev_001140,ip_001140,313.4,upi,10,0,0,0,0,0,20142.333,1500.0,0.2089,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000095,CUST_003443,2026-01-01T10:48:16.359302+00:00,1767264496.359302,dev_003443,ip_003443,2172.45,card,10,0,0,0,0,0,9229.454,6742.57,0.3222,1,0.6667,1,1,0.6667,1,1,0,0,3884.2,0.0,success,0,,train
TX_0000096,CUST_003163,2026-01-01T10:52:42.815731+00:00,1767264762.8157306,dev_003163,ip_003163,2511.31,netbanking,10,0,0,0,0,0,13067.031,1500.0,1.6742,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000097,CUST_001422,2026-01-01T10:53:32.859237+00:00,1767264812.859237,dev_001422,ip_001422,137.37,cod,10,0,0,0,0,0,5096.92,1500.0,0.0916,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000098,CUST_002878,2026-01-01T10:55:33.205540+00:00,1767264933.20554,dev_002878,ip_002878,868.01,wallet,10,0,0,0,0,0,22158.084,1500.0,0.5787,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000099,CUST_003041,2026-01-01T10:55:38.635338+00:00,1767264938.6353378,dev_003041,ip_003041,1545.09,upi,10,0,0,0,0,0,5202.629,1500.0,1.0301,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000100,CUST_001377,2026-01-01T10:56:32.456791+00:00,1767264992.4567912,dev_001377,ip_001377,729.55,card,10,0,0,0,0,0,13563.521,1500.0,0.4864,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000101,CUST_003104,2026-01-01T10:57:21.152818+00:00,1767265041.152818,dev_003104,ip_003104,2594.52,card,10,0,0,0,0,0,10721.843,1500.0,1.7297,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000102,CUST_001970,2026-01-01T10:58:35.286318+00:00,1767265115.2863176,dev_001970,ip_001970,1406.93,upi,10,0,0,0,0,0,3349.618,1500.0,0.938,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000103,CUST_000707,2026-01-01T10:59:03.950703+00:00,1767265143.9507027,dev_000707,ip_002554,928.77,card,10,0,0,0,0,0,7659.901,1500.0,0.6192,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
TX_0000104,CUST_001498,2026-01-01T11:04:24.573942+00:00,1767265464.5739417,dev_001498,ip_001498,29897.89,wallet,11,0,0,0,0,0,26206.32,1500.0,19.9319,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,1,first_party_abuse,train
TX_0000105,CUST_003616,2026-01-01T11:10:53.954103+00:00,1767265853.9541035,dev_003616,ip_003616,774.91,card,11,0,0,0,0,0,20190.107,1500.0,0.5166,0,0.5,0,0,0.5,0,0,1,1,999999.0,0.0,success,0,,train
